CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
0.301851,-0.0107,-0.0512,2.2031,3.9,25.237,24.8168,24.6122,24.3487,23.8439
0.981432,-0.0157,-0.0157,0.0,80.1,25.7689,23.6181,22.3696,20.8672,20.2393
0.00734298,-0.0089,-0.0164,3.3657,30.4,23.3282,22.7191,22.0592,21.9975,21.6866
0.00837503,-0.0108,0.0169,1.6079,12.3,24.1339,23.8657,23.4162,22.9538,22.2785
0.00182194,-0.012,-0.0588,2.0788,4.7,25.2301,25.1216,24.5845,24.0251,23.1925
0.0254954,-0.0117,0.0135,1.1117,21.7,23.8653,23.3818,22.73,22.2753,22.2444
0.157306,-0.0083,-0.0159,0.7163,4.3,24.8278,24.5884,24.4808,24.1904,24.9722
0.0284911,-0.0106,-0.0471,2.5332,58.1,22.9473,22.4168,21.6759,21.1759,21.0657
0.986374,-0.01,-0.0132,0.0,122.3,26.4952,23.6143,22.1577,20.3976,19.6032
0.143647,-0.0111,0.0148,1.452,5.3,24.4064,24.1445,23.9736,23.6952,23.2095
0.252977,-0.0046,0.0004,0.9822,5.1,24.9813,24.7739,24.7477,24.019,23.9881
0.0299983,-0.0103,-0.0109,2.3588,12.1,25.1848,23.3852,23.0671,22.8843,22.7342
0.000702506,-0.0091,-0.0064,2.6128,5.9,25.0057,24.4175,23.9855,23.7734,23.7134
0.107869,-0.0153,0.0057,1.3831,5.1,25.7078,24.9553,24.0716,23.9821,23.5997
0.161842,-0.0075,-0.0291,1.334,3.6,26.7746,25.9104,25.026,24.4964,24.1277
0.0738758,-0.0081,-0.0244,1.5172,29.1,24.1408,23.1908,22.3489,22.0092,21.7623
0.195053,-0.0086,-0.0229,0.8635,6.6,25.4183,24.7989,24.0486,23.729,23.5851
0.102146,-0.0188,-0.0247,1.3847,5.0,25.0743,25.2916,24.4846,23.8565,24.1813
0.0262947,-0.0097,-0.0132,3.1411,7.0,25.325,25.2875,24.4259,23.6422,22.6508
0.0275938,-0.0084,-0.0159,1.3251,3.3,25.2992,24.8729,24.9723,24.5926,24.1798
0.00376542,-0.0103,-0.0484,1.1223,3.9,25.8454,25.3054,24.8337,24.3689,23.544
0.190766,-0.0091,-0.0062,0.9094,4.5,25.2408,24.9545,24.4601,24.1688,24.0471
0.3231,-0.0095,-0.0436,0.322,5.6,,25.2858,24.1762,23.7413,23.5367
0.666925,-0.0098,-0.0455,1.7158,3.3,26.6102,26.2768,25.208,24.5565,23.8502
0.692605,-0.0092,-0.0434,1.0118,4.0,26.1752,25.6237,25.3554,24.3265,24.8324
0.115815,-0.0089,-0.0158,1.3208,3.5,24.9541,24.4715,24.4006,24.3417,23.7948
0.00479748,-0.0088,-0.0358,1.6841,4.0,,25.7792,24.7896,24.5536,24.9008
0.00320604,-0.0013,0.0065,2.5409,5.7,25.8103,25.1717,24.5399,23.9158,24.1214
0.00246033,-0.0094,0.0006,2.9488,7.2,25.618,24.7739,24.0746,23.8636,24.0084
0.0119744,-0.0095,-0.0071,1.3648,6.9,24.6396,24.4387,24.2434,23.6776,23.0574
0.0168674,-0.0067,-0.0326,1.7057,6.2,24.7947,24.4479,24.2711,23.8848,24.3882
0.240688,-0.0133,0.0094,0.0,4.3,,26.817,25.5188,24.2796,23.6451
0.00486212,-0.0084,-0.017,1.6471,7.9,24.6999,24.418,23.9803,23.6248,25.4215
0.0120493,-0.0088,0.0198,2.6046,17.0,26.5762,24.6161,23.3278,22.5521,22.1295
0.969388,-0.0096,-0.0084,0.0,8.2,,,25.973,23.4914,22.5365
0.980714,-0.0084,-0.0091,0.0,132.6,25.1512,22.669,21.4452,20.3002,19.7979
0.133264,-0.0116,-0.0099,1.0076,6.5,25.1578,24.4707,23.7367,23.5492,23.2501
0.174175,-0.0097,-0.0079,1.1309,3.2,,26.6713,25.5706,24.6511,24.4346
0.0141102,-0.0126,0.0122,1.0204,10.6,,25.6791,24.4312,23.1055,22.3374
0.00519888,-0.0112,-0.0521,4.0856,16.9,24.9463,24.5097,23.6594,22.639,21.9657
0.00972336,-0.0074,-0.0047,2.7492,14.9,24.5348,24.1497,23.6868,22.7253,22.351
0.981783,-0.007,-0.0038,0.0,184.9,22.9196,21.0729,20.294,19.92,19.7676
0.311254,-0.0112,-0.0105,0.7301,4.0,26.2984,25.6214,24.7443,24.2786,24.1633
0.0034,-0.0056,-0.0007,3.258,5.8,24.8122,24.3005,24.3002,23.9204,23.4504
0.913543,-0.0108,-0.0506,0.0,34.0,,23.9569,22.6247,21.7988,21.3883
0.147236,-0.011,0.0168,0.6497,4.5,25.5,25.2806,24.6001,24.1906,23.9436
0.0011961,-0.0113,-0.0559,1.6321,3.3,26.5786,26.2415,25.3071,24.5877,23.7002
0.0301168,-0.0152,0.0071,1.3851,47.2,25.7187,23.8239,22.483,21.3603,20.9615
0.0318957,-0.0094,-0.0421,1.1518,7.6,24.6532,24.405,24.0515,23.5874,23.285
0.16097,-0.0049,-0.0002,0.4361,3.9,,27.0375,25.1497,24.3407,24.2137
0.0148658,-0.0043,0.0037,2.996,32.9,23.3377,22.9776,22.6759,21.8652,21.5141
0.0299955,-0.0081,-0.0334,1.7775,26.1,,25.5183,23.4463,22.0899,21.3306
0.451343,-0.0054,0.0021,1.0588,2.8,26.0136,25.2836,25.0263,24.5897,23.8124
0.0203351,-0.003,0.0059,1.3947,15.3,24.8736,24.2785,23.6087,22.686,22.3891
0.963926,-0.0075,-0.0236,0.0,9.3,,25.4355,24.1886,23.3799,22.889
0.000180327,-0.0067,-0.0023,1.6713,6.3,,25.2937,24.458,23.8242,23.7031
0.00159977,-0.0103,-0.048,2.3183,3.9,25.2874,25.1851,25.2962,24.4485,24.1234
0.0302334,-0.0057,-0.0011,2.9448,67.6,25.1667,23.8064,22.3344,21.0255,20.4651
0.101953,-0.0063,-0.0302,1.1359,5.0,24.9032,24.6021,24.4344,24.1548,24.6717
0.362097,-0.0128,0.012,0.0,9.6,,26.9346,25.816,23.3159,22.2831
0.154968,-0.0093,-0.0444,2.1435,20.8,27.0765,25.283,23.5606,22.3061,21.7126
0.982202,-0.0051,-0.0285,0.0,15.3,24.3608,23.4553,23.0916,22.7718,22.8369
0.0613784,-0.0067,-0.0184,1.7398,5.8,25.2645,24.9198,24.5941,23.7495,24.3119
0.0650964,-0.0092,-0.0427,1.1768,5.4,24.8907,24.6928,24.6509,23.9158,23.6117
0.222649,-0.007,-0.006,0.5335,2.8,25.8534,25.5244,25.3965,24.3255,23.8793
0.0286672,-0.0061,0.0034,2.0914,76.8,22.9102,22.2442,21.4796,20.9115,20.6276
0.0152206,-0.0093,-0.021,1.5742,9.3,23.7031,23.4423,23.4455,23.3607,22.8808
0.000315765,-0.0066,-0.0318,2.8551,9.3,,25.7085,24.386,23.4923,22.4681
0.714469,-0.0091,-0.0156,1.1093,3.1,25.2998,25.0681,24.7262,24.5102,24.644
0.81914,-0.0054,-0.0021,0.0,3.6,,26.2883,25.1414,24.5394,24.668
0.0120981,-0.0048,0.0033,0.9317,3.6,26.7927,25.7879,24.848,24.545,24.0718
0.109145,-0.0106,-0.0109,0.9997,5.7,25.0197,24.7978,24.6319,23.9491,23.4728
0.0587775,-0.0064,-0.0316,0.7384,3.6,25.3156,25.1317,24.9467,24.5792,24.203
0.0283221,-0.0046,0.0003,1.8799,47.8,22.6397,22.2604,22.0279,21.4152,21.1847
0.975952,-0.0091,-0.0156,0.0,12.4,27.7015,25.4809,23.9756,22.9575,22.3997
0.00774111,-0.0092,-0.0128,2.1639,6.2,,26.064,24.9034,23.7731,23.3772
0.0197587,-0.0106,-0.0106,2.6438,21.7,24.0624,23.2077,22.5462,22.2814,21.9509
0.103094,-0.0076,-0.0298,0.9848,4.4,25.8345,25.1773,24.2362,24.1333,24.142
0.0291672,-0.0122,-0.0507,1.8018,67.2,23.578,22.6969,21.6031,21.0089,20.6394
0.00366194,-0.007,-0.0213,3.0546,14.0,24.1737,23.6786,23.2901,22.9101,22.5832
0.0813573,-0.0117,-0.0573,1.1515,4.1,25.4564,25.4302,25.0564,24.3481,24.1537
0.00410212,-0.0097,-0.0079,2.443,13.8,23.8711,23.5838,23.3962,22.8604,22.4619
0.185603,-0.0117,-0.0083,0.931,3.3,25.5349,24.9534,24.4615,24.6215,24.2602
0.946504,-0.0111,-0.0107,0.0,7.3,25.1866,24.2793,23.8355,23.6299,23.7201
0.364962,-0.011,-0.0104,0.804,7.4,24.2395,24.0598,23.9921,23.6342,23.201
0.981879,-0.007,-0.0354,0.0,139.7,25.8022,23.2087,21.8616,20.2358,19.5132
0.0835058,-0.0083,-0.0176,0.7511,4.3,26.5553,25.4291,24.8263,24.0239,23.8768
0.347197,-0.0091,-0.0157,0.8729,7.7,24.7199,24.5359,23.9412,23.5704,23.4593
0.216199,-0.0064,-0.0013,0.7325,6.9,25.1703,24.6677,23.9375,23.6068,23.3465
0.274744,-0.0085,-0.006,0.8859,16.1,24.7602,23.9823,23.1863,22.6899,22.3102
0.750056,-0.0196,-0.0161,0.7426,5.0,,25.6356,24.7011,24.3911,24.1831
0.00179719,-0.0077,-0.0368,1.8196,3.5,26.0519,25.3505,24.6983,24.6488,24.0216
0.111067,-0.0032,0.0058,0.4754,6.1,27.3586,26.4124,25.0975,23.7782,23.564
0.456029,-0.0042,-0.0025,0.9859,3.3,25.2097,24.7561,24.9049,24.4719,24.7444
0.102387,-0.0093,-0.0448,1.2877,5.5,25.1602,24.8365,24.2141,23.9412,23.7588
0.0168414,-0.0128,0.0124,0.9406,14.1,24.4714,23.7937,23.2645,22.8199,22.2452
0.00998402,-0.0061,-0.0011,1.5942,4.3,26.1009,25.6823,25.0995,24.227,23.9744
0.183813,-0.0078,-0.0053,0.6751,4.0,25.3623,25.1138,24.683,24.1679,23.9762
0.985182,-0.0086,-0.0296,0.0,114.7,25.9739,23.4114,22.0914,20.4644,19.7938
0.027774,-0.015,0.007,2.2402,42.0,24.8344,23.4286,22.367,21.4848,21.1305
0.00193938,-0.0067,-0.002,2.194,12.7,24.4079,23.4303,23.2084,23.0365,23.005
0.916669,-0.0019,0.0077,0.4287,10.2,25.9109,25.0134,23.761,23.1238,23.0998
0.694996,-0.007,-0.012,0.5805,3.3,25.2653,25.1782,24.8448,24.4126,24.4385
0.0367248,-0.0158,0.0054,1.7554,6.4,25.3676,24.3658,23.8417,23.6849,23.9571
0.0189701,-0.0127,-0.0602,2.469,32.9,23.0459,22.7804,22.2233,21.8269,21.6809
0.0283005,-0.014,0.0092,1.5308,39.3,23.6441,22.3347,21.8777,21.5968,21.437
0.000261655,-0.0095,-0.0125,1.8563,5.4,25.2309,24.6366,24.454,24.1121,24.2464
0.0767609,-0.0086,-0.0406,1.1957,4.8,,,25.6422,24.1642,23.3754
0.26644,-0.0115,-0.0102,0.8283,4.7,25.4443,24.959,24.2577,24.0639,24.6389
0.153202,-0.0093,-0.0431,1.4286,3.6,25.0606,24.6263,24.5717,24.1962,24.7175
0.0286762,-0.0087,-0.0163,2.0676,53.4,23.2545,22.5676,21.6499,21.3022,21.0857
0.217973,-0.0127,0.0122,0.0,103.1,25.0737,22.6588,21.4285,20.5443,20.12
0.0595545,-0.0124,0.0131,0.3481,109.8,21.7114,20.8846,20.6294,20.4374,20.3342
0.000639927,-0.0081,-0.0255,2.2315,6.8,26.7601,25.9252,24.7776,23.8392,23.073
0.0511032,-0.0087,-0.0375,3.407,9.9,24.7488,24.3351,24.0586,23.4292,23.1986
0.00406694,-0.0128,-0.0603,2.9098,4.2,26.3391,25.4786,24.6591,24.3669,23.6784
0.00801796,-0.0086,-0.0403,1.6027,4.1,26.6901,25.0456,24.6013,24.5321,24.9156
0.0577517,-0.0094,-0.0413,1.3811,4.1,25.9122,25.4619,25.1576,24.2521,24.3182
0.0104292,-0.0021,0.0078,1.3268,10.1,24.5344,24.1662,23.8062,23.1504,22.8875
0.199927,-0.0078,-0.0049,0.4843,2.9,25.1488,24.9371,24.7426,24.6235,24.365
0.433411,-0.0099,-0.0065,0.6885,12.3,23.8614,23.5952,23.4257,22.8968,22.4814
0.0612817,-0.0138,-0.0616,0.9748,3.5,26.4675,25.4438,24.5239,24.3888,23.6157
0.00183197,-0.0126,-0.059,1.9297,3.7,25.2008,25.1012,24.7902,24.186,23.8471
0.0272227,-0.0129,-0.0098,1.943,38.1,23.351,22.8669,22.3982,21.6465,21.4195
0.0706286,-0.0064,0.0035,1.9199,5.9,24.7574,24.5648,24.2994,23.8847,23.1651
0.0176866,-0.0049,0.0007,1.4669,12.0,26.298,25.0847,23.9435,22.9768,22.5512
0.616303,-0.0115,0.0163,0.8046,3.2,25.036,24.7422,24.688,24.5546,23.5999
0.703979,-0.0096,-0.0439,0.3604,3.3,25.939,25.3261,24.7577,24.6473,24.1017
0.189916,-0.0139,-0.0215,1.1763,8.0,25.8143,25.0277,24.1728,23.5798,23.7599
0.0875273,-0.0084,-0.0174,1.1533,4.8,24.2343,23.9619,24.0848,24.0332,23.7593
0.614896,-0.0006,0.0093,0.0,18.1,,25.3079,24.0459,22.4521,21.7213
0.142883,-0.0117,-0.0569,2.8859,3.2,,25.1407,24.8885,24.6302,
0.975808,-0.0113,-0.0548,0.0,291.8,24.2538,21.9923,20.8655,19.4127,18.7825
0.125616,-0.0137,0.0135,0.0,46.0,26.4368,24.0163,22.9046,21.4504,20.9037
0.0250644,-0.0099,-0.0077,1.9031,6.5,26.0078,25.9167,24.8052,23.746,22.8782
0.00105421,-0.0088,-0.0134,2.1393,4.4,26.5777,25.33,25.0475,24.4244,23.7571
0.0940468,-0.008,-0.0258,1.1006,4.9,26.0345,24.7155,24.2779,24.2048,24.4794
0.141347,-0.0065,-0.03,1.2717,10.6,24.4032,23.9875,23.7955,23.1424,23.1714
0.0117455,-0.0119,-0.0569,1.4387,9.3,26.872,25.7561,24.6134,23.3516,22.3923
0.0842553,-0.0075,-0.0246,1.504,8.6,24.7849,24.6077,24.1621,23.3862,23.007
0.234764,-0.0099,-0.0081,1.5855,3.5,25.2793,25.1038,24.7232,24.3931,23.5661
0.0452759,-0.0115,-0.0537,1.3547,4.4,26.3702,25.6687,24.8012,24.4768,24.9707
0.986864,-0.0022,0.0025,0.0,436.4,23.1387,20.8071,19.6172,18.9842,18.6858
0.0110398,-0.0113,-0.0411,1.3407,8.3,24.6464,24.5026,24.3048,23.4896,23.2105
0.109797,-0.0084,-0.0177,2.2755,3.2,26.2357,25.5052,24.8453,24.5415,
0.359908,-0.0103,-0.0168,1.3782,16.4,23.8366,22.9934,22.7225,22.4796,22.4165
0.0217575,-0.006,-0.022,3.0264,38.0,23.8076,22.8901,22.0223,21.6771,21.4536
0.0529954,-0.0043,0.0011,1.5354,4.9,25.1296,24.8412,24.7224,24.0077,24.5792
0.00706181,-0.0086,0.0025,1.6718,4.2,26.3515,25.6845,24.724,24.5768,24.2807
0.714427,-0.0109,-0.0171,0.3154,6.4,,27.6938,25.6164,23.754,22.9982
0.116567,-0.0135,-0.0618,1.2794,5.0,25.0995,24.3718,24.2896,24.1368,24.0621
0.0047717,-0.0095,-0.0099,1.9697,7.9,24.6564,24.2516,24.2153,23.4087,22.6345
0.980283,-0.0097,-0.0426,0.0,231.0,20.63,19.9476,19.758,19.67,19.6051
0.00588011,-0.008,-0.0217,2.099,5.1,25.2966,24.7616,24.6437,24.1206,23.7767
0.214045,-0.005,0.0003,2.1495,3.3,25.667,25.6503,25.1077,24.5991,24.5529
0.272577,-0.012,0.0153,0.0,3.0,25.2154,24.7743,24.7914,24.5344,24.5653
0.00146336,-0.0067,-0.0313,1.9342,5.1,26.1193,25.5079,24.7867,24.2042,24.1719
0.000215891,-0.0028,0.0046,2.1298,9.8,24.6943,24.3032,23.831,23.2883,23.0125
0.87125,0.0053,0.0081,0.4467,4.7,,27.173,25.0331,24.1302,24.0976
0.0473609,-0.0096,-0.0068,2.1417,3.5,25.6324,25.3928,25.0758,24.4922,24.1854
0.00752526,-0.0126,-0.0594,2.7718,12.3,24.6826,23.836,23.2319,22.9473,22.5792
0.978709,-0.0091,-0.0287,0.0,10.7,,26.8262,25.2142,23.246,22.3839
0.00719816,-0.0078,-0.0296,1.4335,7.0,25.4061,24.5828,23.9129,23.6427,23.1447
0.000344023,-0.0057,-0.0005,1.4699,4.7,24.7808,24.4739,24.2835,24.0866,23.8276
0.113453,-0.0007,0.0076,0.8808,6.2,25.0875,24.641,24.3972,23.7551,23.2771
0.0504274,-0.0089,-0.0163,1.2967,3.7,26.7056,25.7483,24.9491,24.4549,24.0687
0.0174092,-0.0022,0.0085,1.4014,15.5,,25.2458,24.0346,22.7287,22.1586
0.00144726,-0.0087,-0.0139,2.0395,6.1,24.7982,24.5462,24.2732,23.7758,23.7548
0.507262,-0.0156,0.0064,1.6835,3.3,,25.1465,24.8772,24.6195,
0.0295288,-0.0093,-0.0222,0.8427,3.6,25.2201,25.2219,25.0331,24.4488,24.7917
0.5582,-0.007,-0.0023,0.5237,4.6,25.0199,24.767,24.7473,24.0723,23.6493
0.69068,-0.0156,0.0063,0.5893,3.4,26.2236,25.6783,25.3643,24.6092,24.2836
0.201847,-0.0128,-0.0567,0.6109,4.7,25.8955,25.0678,24.2274,24.0247,23.8037
0.0358874,-0.0067,-0.0022,1.0606,54.5,23.706,22.6113,21.7931,21.2599,20.9098
0.00226494,-0.0083,-0.0184,1.5334,3.9,24.9611,24.6631,24.8252,24.3825,24.4728
0.014279,-0.0085,-0.0388,1.2024,3.3,25.899,25.4155,24.9122,24.5397,23.7132
0.405152,-0.0152,-0.0618,0.2762,12.3,,25.7836,24.3288,22.9853,22.3183
0.0119003,-0.0042,0.0066,1.2572,11.1,24.664,23.6812,23.1696,23.0226,22.7483
0.0876438,-0.0063,-0.001,1.1403,3.8,25.0006,24.6929,24.5592,24.4137,23.9191
0.00617045,-0.0083,-0.025,1.9395,10.0,24.1757,24.1419,23.7215,23.2849,22.7763
0.591232,-0.0089,-0.041,0.5397,8.2,,26.3347,24.6708,23.4866,22.506
0.00553543,-0.0088,-0.037,2.1313,4.3,25.6103,25.55,25.1858,24.2257,23.837
0.0943037,-0.0081,-0.0269,0.7188,7.4,24.9304,24.582,24.0426,23.4704,23.0085
0.016758,-0.009,-0.0134,1.2408,14.2,23.9032,23.6134,23.2736,22.809,22.2571
0.092623,-0.0083,-0.0054,1.2168,6.9,24.5327,24.0489,23.9454,23.6617,23.2674
0.0218912,-0.0131,0.0122,1.4633,22.9,23.6819,23.3074,22.922,22.2691,21.8671
0.0621133,-0.0105,0.0184,0.3779,6.3,,25.4762,24.3991,23.6789,23.3407
0.0286309,-0.0138,-0.0622,2.2312,31.9,25.954,24.01,22.5591,21.8263,21.5967
0.00235381,-0.0044,0.0011,2.7839,5.5,25.4612,24.9654,24.4552,23.9485,23.3844
0.0167648,-0.0094,-0.0219,1.5821,4.9,25.4534,25.0423,24.7612,24.1477,23.9289
0.0286788,-0.0147,0.0082,2.0967,32.1,26.1164,24.1452,22.8698,21.8129,21.4532
0.352604,-0.0102,-0.0523,1.3778,5.1,26.2365,25.6829,24.4956,24.0889,23.912
0.0261877,-0.0129,-0.0597,2.0257,26.6,23.3789,23.058,22.5296,22.1126,22.3177
0.0194415,-0.0124,0.0138,1.1865,14.5,25.0301,23.7221,23.0799,22.6467,22.4746
0.982929,-0.0102,-0.0096,0.0,161.1,24.9728,22.6874,21.4906,20.0889,19.5119
0.639527,-0.0115,-0.0413,1.0069,3.7,25.7497,25.3647,25.0571,24.4515,24.2994
0.329319,-0.0088,-0.0092,0.6724,2.7,25.6322,25.4815,24.7059,24.5939,24.4168
0.868045,-0.0077,-0.0306,0.264,7.9,,25.5983,24.5935,23.5415,23.1951
0.0039216,-0.0092,-0.0161,2.2893,12.6,24.3511,23.8776,23.2326,22.9774,23.0371
0.327289,-0.0141,0.0092,0.0,160.4,24.1007,22.0421,20.9055,20.0182,19.6445
0.00060594,-0.008,-0.0269,2.8362,12.0,24.2392,23.4455,23.0766,22.9749,22.6559
0.0602918,-0.0107,-0.0174,1.7063,4.2,24.923,24.7167,24.5652,24.2241,24.1257
0.0222983,-0.0079,-0.0374,3.6,23.3,23.0841,22.8684,22.8566,22.2456,22.2722
0.855293,-0.0066,-0.0256,0.0,3.8,,,,24.5375,23.2625
0.0061799,-0.0083,-0.006,4.4548,10.6,25.4701,24.9944,24.1206,22.9529,22.2037
0.0130448,-0.0117,0.0167,1.8239,6.1,25.4126,24.9499,24.5908,23.7982,23.5674
0.0499766,-0.0095,-0.045,0.9251,3.3,,26.7183,25.7312,24.61,24.5174
0.620681,-0.0122,0.0135,0.3113,277.5,24.0826,21.7581,20.6544,19.4267,18.9077
0.133936,-0.0094,0.0202,0.6293,7.6,25.1307,24.5819,23.8527,23.4779,23.2497
0.406065,-0.0117,-0.0103,0.8494,3.3,25.8666,25.5795,25.0749,24.4436,24.6036
0.351768,-0.0125,-0.0081,1.2497,2.2,,25.5743,24.892,24.3876,24.0867
0.363245,-0.0096,-0.0062,0.577,3.2,25.509,25.2555,25.0842,24.5688,23.7989
0.0120652,-0.0155,0.0065,0.5284,7.6,,26.0038,24.6539,23.4942,23.1003
0.129858,-0.0086,-0.0148,1.3705,6.8,24.8458,24.5848,24.4454,23.7147,23.3196
0.00359414,-0.0097,-0.0475,1.7414,6.2,24.8041,24.1257,24.1029,23.9268,23.4908
0.0112885,-0.0083,-0.0181,1.6636,4.0,25.0744,24.705,24.6393,24.3331,24.558
0.253178,-0.0066,-0.0001,1.3124,3.5,26.524,25.2588,24.7336,24.3808,23.9077
0.10562,-0.0104,-0.0226,2.0508,8.1,27.0129,25.012,23.7771,23.3164,23.0366
0.522424,-0.0093,-0.0089,0.762,2.9,25.3995,25.1912,25.0777,24.5176,
0.105408,-0.0163,0.0022,0.0,27.7,25.8178,23.7742,22.6045,21.9955,21.8272
0.000226433,-0.01,0.0192,2.6984,9.4,24.8644,23.8997,23.4653,23.271,22.8724
0.00500307,-0.0091,-0.0386,2.2894,10.7,27.5907,25.5554,24.3938,23.1447,22.6339
0.0239787,-0.0111,-0.0134,3.4714,41.4,23.7722,23.0633,22.365,21.5837,21.3653
0.000946545,-0.0102,-0.0454,1.96,5.7,24.923,24.0954,23.9519,23.914,24.0515
0.106458,-0.009,-0.0137,1.1839,3.2,25.5538,25.4852,25.4454,24.6175,
0.0284143,-0.0158,0.0056,1.3656,30.5,25.6825,24.0265,22.9362,21.9163,21.551
0.00485409,-0.0113,-0.0072,2.1873,7.1,25.3399,24.9706,24.6424,23.6892,23.23
0.4667,-0.0166,0.0039,1.2582,2.6,25.3345,25.0163,24.6603,24.2708,
0.0490922,-0.0079,-0.0044,0.7869,3.8,25.3299,25.2808,25.0816,24.3844,24.583
0.13403,-0.0096,-0.03,0.6815,20.9,24.2711,23.4062,22.7961,22.3334,22.1377
0.0226455,-0.0079,-0.0299,1.4471,9.0,25.1584,24.2571,23.5817,23.2925,23.0731
0.0883206,-0.0087,-0.0177,1.025,11.2,24.7432,24.4281,23.8007,23.0885,22.7261
0.0665416,-0.0081,-0.0377,0.9635,4.9,24.8118,24.5607,24.3641,24.0133,23.4187
0.00273352,-0.0071,0.0009,2.6677,5.2,24.6358,24.4987,24.4906,23.9743,24.0408
0.0402239,-0.0109,-0.0105,1.6331,7.9,24.9458,24.5097,23.6804,23.4352,23.0197
0.0097137,-0.0086,-0.0243,2.4627,12.4,24.6616,24.1547,23.2728,22.9894,23.222
0.0322625,-0.0091,-0.0378,1.4534,5.2,24.5905,24.4532,24.3395,24.0155,23.9226
0.868696,-0.0082,-0.0158,0.4072,4.5,26.4488,25.7482,24.7492,24.1137,24.2469
0.539158,-0.0084,-0.0058,1.886,2.6,,,,24.636,23.3189
0.0809004,-0.0089,-0.017,0.7624,5.9,26.3227,25.2216,24.3331,23.8915,24.1751
0.619633,-0.0076,-0.0154,0.3771,3.6,25.9988,25.0601,24.6111,24.5305,24.109
0.273722,-0.0028,0.0074,0.5345,3.4,25.8413,25.5172,24.858,24.5516,24.5735
0.0121477,-0.016,0.0061,2.2506,14.1,24.8538,24.1276,23.6216,22.8846,22.6157
0.980736,-0.003,0.0014,0.0,21.9,,25.9373,24.5878,22.3397,21.4822
0.961035,-0.0115,-0.009,0.0,18.0,26.7841,25.03,23.9594,22.5087,21.8744
0.00194504,-0.0061,-0.0007,2.7513,6.0,25.2424,24.8025,24.01,23.813,25.1005
0.0314867,-0.0052,0.0038,0.7916,3.3,25.5945,25.5725,25.2482,24.5677,25.0928
0.000687031,-0.0091,-0.0367,3.4547,6.3,25.7984,25.1962,24.6925,23.8452,23.3473
0.00741795,-0.0053,0.0034,2.2524,11.6,24.9328,24.3628,23.6115,23.0709,22.8977
0.0120447,-0.0092,-0.0089,1.8727,11.0,25.4849,24.5147,23.643,23.1239,22.7439
0.12939,-0.0067,-0.0043,1.0832,5.9,24.5206,24.3915,24.1911,23.7819,23.3076
0.665467,-0.0047,0.0049,0.8654,2.9,25.2858,24.9625,24.8895,24.6409,
0.199007,-0.0091,-0.0495,0.0,3.0,25.4102,24.6057,24.4466,24.3439,24.5476
0.00397998,-0.0091,-0.0293,2.7835,8.5,23.8058,23.4901,23.37,23.1157,22.4835
0.4135,-0.0101,-0.0444,0.9588,3.5,26.521,25.9502,24.9522,24.5339,23.9831
0.727557,-0.0107,-0.0153,3.0369,5.7,,25.7587,24.9022,24.1502,23.9469
0.101573,-0.0008,0.0086,0.5222,5.1,25.5515,25.0215,24.643,24.0112,23.8004
0.982867,-0.0085,-0.0179,0.0,206.9,24.9191,22.3843,21.0382,19.8082,19.292
0.111938,-0.0186,-0.0724,0.3963,14.7,25.8942,24.8229,24.0212,22.7308,22.0179
0.0304783,-0.0083,-0.0258,1.0128,3.5,25.0115,24.795,24.5782,24.1924,23.4883
0.000468203,-0.0104,-0.0458,1.9416,7.6,24.4753,23.9964,23.7645,23.5648,23.336
0.164033,-0.0053,0.0008,1.1659,4.9,24.9207,24.2688,24.2204,24.1368,23.9023
0.0107688,-0.0108,-0.0482,2.6052,7.5,24.5065,24.3334,23.9915,23.4735,22.9933
0.0854985,-0.0102,-0.0079,2.7548,3.1,24.7686,24.8068,24.6939,24.495,24.18
0.00411128,-0.0071,0.0011,1.9907,5.4,24.7105,24.1856,24.1594,24.0302,23.6836
0.00300323,-0.0057,0.0029,1.0726,3.3,25.6529,25.3671,25.1362,24.4634,23.8673
0.0289985,-0.0093,0.0003,2.0784,5.2,25.1851,24.5969,24.3346,23.8364,23.692
0.479386,-0.0095,0.0207,1.0106,3.7,25.1854,24.864,24.8824,24.5408,24.7066
0.0272319,-0.0121,0.0145,4.2515,67.7,23.344,22.5742,21.507,20.9877,20.7465
0.980767,-0.0094,-0.039,0.0,109.5,25.5961,22.8533,21.6034,20.5028,20.0045
0.00300473,-0.0077,-0.0319,2.304,5.8,24.6148,24.4016,24.2459,23.8061,23.1979
0.740329,-0.0166,-0.0112,0.0,3.8,24.7896,24.777,24.3383,23.9962,23.7153
0.616625,-0.0083,-0.0259,0.8735,3.4,26.3947,25.5112,24.5661,24.4229,24.0008
0.00974359,-0.0101,-0.0123,1.1963,8.1,24.1065,23.8591,23.7608,23.4265,22.8762
0.301702,-0.0097,-0.0212,0.6,6.1,25.0584,24.7226,24.2488,23.8837,24.3841
0.0310722,-0.0031,0.007,1.0091,5.5,25.2018,24.5358,24.5836,23.9681,24.5612
0.983132,-0.0085,-0.0135,0.0,39.1,,24.6696,23.2991,21.6672,20.9419
0.656653,-0.0152,0.0089,1.3363,3.4,25.3959,24.7151,24.5701,24.4995,24.1713
0.0079618,-0.0096,-0.0223,1.4526,5.1,26.3489,25.3287,24.5962,23.9434,23.7154
0.00169129,-0.0083,-0.0055,2.3095,4.2,25.2988,24.9798,24.4725,24.0974,23.2791
